Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women 30-49,2015,Upper Bound,8,105792761,,,,Women 30-49 - Quit using tobacco or do not start,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women 50-69,2015,Estimated,7.6,122650392,viz_women_age,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,,Women 50-69 - Quit using tobacco or do not start,Women,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women 50-69,2015,Lower Bound,5.3,26188652,,,,Women 50-69 - Quit using tobacco or do not start,Women,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women 50-69,2015,Upper Bound,9.9,67368731,,,,Women 50-69 - Quit using tobacco or do not start,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women  18-69,2015,Estimated,6.6,118905625,viz_women_age,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,,Women  18-69 - Quit using tobacco or do not start,Women,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women  18-69,2015,Lower Bound,5.3,23210141,,,,Women  18-69 - Quit using tobacco or do not start,Women,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Women  18-69,2015,Upper Bound,8,38634132,,,,Women  18-69 - Quit using tobacco or do not start,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Men,2015,Estimated,,38634132,viz_sex_area,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,,Rural Men - Quit using tobacco or do not start,Men,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Men,2015,Lower Bound,,100910969,,,,Rural Men - Quit using tobacco or do not start,Men,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Men,2015,Upper Bound,,122650392,,,,Rural Men - Quit using tobacco or do not start,Men,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Women,2015,Estimated,,39561055,viz_sex_area,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,,Rural Women - Quit using tobacco or do not start,Women,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Women,2015,Lower Bound,,93285486,,,,Rural Women - Quit using tobacco or do not start,Women,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Women,2015,Upper Bound,,102146866,,,,Rural Women - Quit using tobacco or do not start,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Men,2015,Estimated,,67368731,viz_sex_area,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,,Urban Men - Quit using tobacco or do not start,Men,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Men,2015,Lower Bound,,39561055,,,,Urban Men - Quit using tobacco or do not start,Men,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Men,2015,Upper Bound,,93285486,,,,Urban Men - Quit using tobacco or do not start,Men,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Women,2015,Estimated,,66997962,viz_sex_area,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,,Urban Women - Quit using tobacco or do not start,Women,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Women,2015,Lower Bound,,14645376,,,,Urban Women - Quit using tobacco or do not start,Women,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Women,2015,Upper Bound,,118905625,,,,Urban Women - Quit using tobacco or do not start,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Total,Total,2015,Estimated,14.1,102146866,viz_total,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,table_total,1.Total - Quit using tobacco or do not start,,
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Total,Total,2015,Lower Bound,12.8,105792761,,,table_total,1.Total - Quit using tobacco or do not start,,
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Total,Total,2015,Upper Bound,15.4,66997962,,,table_total,1.Total - Quit using tobacco or do not start,,
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,18-29,2015,Estimated,15.3,67368731,viz_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,18-29 - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,18-29,2015,Lower Bound,12,39561055,,,,18-29 - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,18-29,2015,Upper Bound,18.6,93285486,,,,18-29 - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,30-49,2015,Estimated,22.8,38634132,viz_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,30-49 - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,30-49,2015,Lower Bound,20.5,100910969,,,,30-49 - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,30-49,2015,Upper Bound,25.2,122650392,,,,30-49 - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,50-69,2015,Estimated,33.8,66997962,viz_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,50-69 - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,50-69,2015,Lower Bound,30.4,14645376,,,,50-69 - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,50-69,2015,Upper Bound,37.2,118905625,,,,50-69 - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age, 18-69,2015,Estimated,23,39561055,viz_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,, 18-69 - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age, 18-69,2015,Lower Bound,21.2,93285486,,,, 18-69 - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age, 18-69,2015,Upper Bound,24.9,102146866,,,, 18-69 - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 18-29,2015,Estimated,,93285486,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural 18-29 - Reduce fat in diet,Rural,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 18-29,2015,Lower Bound,,102146866,,,,Rural 18-29 - Reduce fat in diet,Rural,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 18-29,2015,Upper Bound,,105792761,,,,Rural 18-29 - Reduce fat in diet,Rural,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 30-49,2015,Estimated,,118905625,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural 30-49 - Reduce fat in diet,Rural,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 30-49,2015,Lower Bound,,23210141,,,,Rural 30-49 - Reduce fat in diet,Rural,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 30-49,2015,Upper Bound,,38634132,,,,Rural 30-49 - Reduce fat in diet,Rural,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 50-69,2015,Estimated,,26188652,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural 50-69 - Reduce fat in diet,Rural,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 50-69,2015,Lower Bound,,67368731,,,,Rural 50-69 - Reduce fat in diet,Rural,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural 50-69,2015,Upper Bound,,39561055,,,,Rural 50-69 - Reduce fat in diet,Rural,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural  18-69,2015,Estimated,,105792761,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural  18-69 - Reduce fat in diet,Rural,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural  18-69,2015,Lower Bound,,66997962,,,,Rural  18-69 - Reduce fat in diet,Rural,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural  18-69,2015,Lower Bound,,14645376,,,,Rural  18-69 - Reduce fat in diet,Rural,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 18-29,2015,Estimated,,14645376,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban 18-29 - Reduce fat in diet,Urban,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 18-29,2015,Lower Bound,,118905625,,,,Urban 18-29 - Reduce fat in diet,Urban,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 18-29,2015,Upper Bound,,23210141,,,,Urban 18-29 - Reduce fat in diet,Urban,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 30-49,2015,Estimated,,122650392,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban 30-49 - Reduce fat in diet,Urban,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 30-49,2015,Lower Bound,,26188652,,,,Urban 30-49 - Reduce fat in diet,Urban,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 30-49,2015,Upper Bound,,67368731,,,,Urban 30-49 - Reduce fat in diet,Urban,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 50-69,2015,Estimated,,102146866,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban 50-69 - Reduce fat in diet,Urban,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 50-69,2015,Lower Bound,,105792761,,,,Urban 50-69 - Reduce fat in diet,Urban,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban 50-69,2015,Upper Bound,,66997962,,,,Urban 50-69 - Reduce fat in diet,Urban,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban  18-69,2015,Estimated,,23210141,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban  18-69 - Reduce fat in diet,Urban,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban  18-69,2015,Lower Bound,,38634132,,,,Urban  18-69 - Reduce fat in diet,Urban,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban  18-69,2015,Upper Bound,,100910969,,,,Urban  18-69 - Reduce fat in diet,Urban,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Rural,2015,Estimated,21.85,14645376,viz_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Rural,2015,Lower Bound,20.14,118905625,,,,Rural - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Rural,2015,Upper Bound,23.66,23210141,,,,Rural - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Urban,2015,Estimated,24.15,100910969,viz_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Urban,2015,Lower Bound,22.26,122650392,,,,Urban - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Urban,2015,Upper Bound,26.15,26188652,,,,Urban - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Men,2015,Estimated,18.7,23210141,viz_sex,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,table_total,Men - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Men,2015,Lower Bound,16.3,38634132,,,table_total,Men - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Men,2015,Upper Bound,21,100910969,,,table_total,Men - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Women,2015,Estimated,27.3,105792761,viz_sex,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,table_total,Women - Reduce fat in diet,Total,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Women,2015,Lower Bound,24.7,66997962,,,table_total,Women - Reduce fat in diet,Total,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Women,2015,Upper Bound,29.9,14645376,,,table_total,Women - Reduce fat in diet,Total,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 18-29,2015,Estimated,12.2,26188652,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Men 18-29 - Reduce fat in diet,Men,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 18-29,2015,Lower Bound,8.1,67368731,,,,Men 18-29 - Reduce fat in diet,Men,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 18-29,2015,Upper Bound,16.4,39561055,,,,Men 18-29 - Reduce fat in diet,Men,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 30-49,2015,Estimated,18.8,23210141,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Men 30-49 - Reduce fat in diet,Men,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 30-49,2015,Lower Bound,15.5,38634132,,,,Men 30-49 - Reduce fat in diet,Men,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 30-49,2015,Upper Bound,22.2,100910969,,,,Men 30-49 - Reduce fat in diet,Men,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 50-69,2015,Estimated,27.8,105792761,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Men 50-69 - Reduce fat in diet,Men,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 50-69,2015,Lower Bound,23.3,66997962,,,,Men 50-69 - Reduce fat in diet,Men,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men 50-69,2015,Upper Bound,32.3,14645376,,,,Men 50-69 - Reduce fat in diet,Men,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men  18-69,2015,Estimated,18.7,67368731,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Men  18-69 - Reduce fat in diet,Men,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men  18-69,2015,Lower Bound,16.3,39561055,,,,Men  18-69 - Reduce fat in diet,Men,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men  18-69,2015,Upper Bound,21,93285486,,,,Men  18-69 - Reduce fat in diet,Men,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 18-29,2015,Estimated,18.5,93285486,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Women 18-29 - Reduce fat in diet,Women,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 18-29,2015,Lower Bound,14,102146866,,,,Women 18-29 - Reduce fat in diet,Women,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 18-29,2015,Upper Bound,22.9,105792761,,,,Women 18-29 - Reduce fat in diet,Women,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 30-49,2015,Estimated,26.8,122650392,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Women 30-49 - Reduce fat in diet,Women,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 30-49,2015,Lower Bound,23.5,26188652,,,,Women 30-49 - Reduce fat in diet,Women,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 30-49,2015,Upper Bound,30.2,67368731,,,,Women 30-49 - Reduce fat in diet,Women,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 50-69,2015,Estimated,39,118905625,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Women 50-69 - Reduce fat in diet,Women,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 50-69,2015,Lower Bound,34.7,23210141,,,,Women 50-69 - Reduce fat in diet,Women,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women 50-69,2015,Upper Bound,43.4,38634132,,,,Women 50-69 - Reduce fat in diet,Women,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women  18-69,2015,Estimated,27.3,102146866,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Women  18-69 - Reduce fat in diet,Women,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women  18-69,2015,Lower Bound,24.7,105792761,,,,Women  18-69 - Reduce fat in diet,Women,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women  18-69,2015,Upper Bound,29.9,66997962,,,,Women  18-69 - Reduce fat in diet,Women,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Men,2015,Estimated,,66997962,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural Men - Reduce fat in diet,Men,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Men,2015,Lower Bound,,14645376,,,,Rural Men - Reduce fat in diet,Men,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Men,2015,Upper Bound,,118905625,,,,Rural Men - Reduce fat in diet,Men,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Women,2015,Estimated,,100910969,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Rural Women - Reduce fat in diet,Women,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Women,2015,Lower Bound,,122650392,,,,Rural Women - Reduce fat in diet,Women,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Women,2015,Upper Bound,,26188652,,,,Rural Women - Reduce fat in diet,Women,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Men,2015,Estimated,,38634132,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban Men - Reduce fat in diet,Men,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Men,2015,Lower Bound,,100910969,,,,Urban Men - Reduce fat in diet,Men,31.26
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Men,2015,Upper Bound,,122650392,,,,Urban Men - Reduce fat in diet,Men,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Women,2015,Estimated,,39561055,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,,Urban Women - Reduce fat in diet,Women,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Women,2015,Lower Bound,,93285486,,,,Urban Women - Reduce fat in diet,Women,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Women,2015,Upper Bound,,102146866,,,,Urban Women - Reduce fat in diet,Women,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Total,Total,2015,Estimated,23,26188652,viz_total,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,table_total,1.Total - Reduce fat in diet,,
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Total,Total,2015,Lower Bound,21.2,67368731,,,table_total,1.Total - Reduce fat in diet,,
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Total,Total,2015,Upper Bound,24.9,39561055,,,table_total,1.Total - Reduce fat in diet,,
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,18-29,2015,Estimated,12.6,118905625,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,18-29 - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,18-29,2015,Lower Bound,9.7,23210141,,,,18-29 - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,18-29,2015,Upper Bound,15.5,38634132,,,,18-29 - Reduce salt in diet,Total,18.78
