Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,83.71,103456916,,,Men,4.227
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,4.227,5224136,,,Men,4.227
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,34.93,43169873,,,Men,4.227
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,25.86,31960290,,,Men,4.227
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,71.95,88922770,,,Men,4.227
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,56.83,70236012,,,Women,34.93
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,12.79,15807119,,,Women,34.93
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,2.611,3226926,,,Urban,2.611
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,50.71,62672324,,,Rural,50.71
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,34.89,43120437,,,Urban,2.611
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,41.86,51734638,,,Rural,50.71
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,46.85,57901762,,,Urban,2.611
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,82.92,102480558,,,Rural,50.71
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,2.62,3238049,,,Urban,2.611
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,83.71,103456916,,,Rural,2.611
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Total,Total,2015,Estimated,4.227,5224136,viz_total,"Percentage not doing work, transport or recreational physical activity","",
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex,Men,2015,Estimated,34.93,43169873,viz_sex,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex,Women,2015,Estimated,25.86,31960290,viz_sex,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 1,2015,Estimated,71.95,88922770,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 2,2015,Estimated,56.83,70236012,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 3,2015,Estimated,12.79,15807119,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 4,2015,Estimated,2.611,3226926,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Area,Urban,2015,Estimated,50.71,62672324,viz_area,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Area,Rural,2015,Estimated,34.89,43120437,viz_area,"Percentage not doing work, transport or recreational physical activity",Total,4.227
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 1,2015,Estimated,41.86,51734638,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 2,2015,Estimated,46.85,57901762,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 3,2015,Estimated,82.92,102480558,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 4,2015,Estimated,2.62,3238049,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 1,2015,Estimated,83.71,103456916,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 2,2015,Estimated,4.227,5224136,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 3,2015,Estimated,34.93,43169873,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 4,2015,Estimated,25.86,31960290,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Urban Men,2015,Estimated,71.95,88922770,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Men,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Rural Men,2015,Estimated,56.83,70236012,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Men,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Urban Women,2015,Estimated,12.79,15807119,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Women,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Rural Women,2015,Estimated,2.611,3226926,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Women,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 1,2015,Estimated,50.71,62672324,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,50.71
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 1,2015,Estimated,34.89,43120437,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 2,2015,Estimated,41.86,51734638,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,50.71
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 2,2015,Estimated,46.85,57901762,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 3,2015,Estimated,82.92,102480558,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,50.71
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 3,2015,Estimated,2.62,3238049,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 4,2015,Estimated,83.71,103456916,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,50.71
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 4,2015,Estimated,4.227,5224136,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Total,Total,2015,Lower Bound,34.93,43169873,,,"",
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex,Men,2015,Lower Bound,25.86,31960290,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex,Women,2015,Lower Bound,71.95,88922770,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 1,2015,Lower Bound,56.83,70236012,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 2,2015,Lower Bound,12.79,15807119,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 3,2015,Lower Bound,2.611,3226926,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 4,2015,Lower Bound,50.71,62672324,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Area,Urban,2015,Lower Bound,34.89,43120437,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Area,Rural,2015,Lower Bound,41.86,51734638,,,Total,34.93
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 1,2015,Lower Bound,46.85,57901762,,,Women,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 2,2015,Lower Bound,82.92,102480558,,,Women,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 3,2015,Lower Bound,2.62,3238049,,,Women,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 4,2015,Lower Bound,83.71,103456916,,,Women,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 1,2015,Lower Bound,4.227,5224136,,,Men,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 2,2015,Lower Bound,34.93,43169873,,,Men,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 3,2015,Lower Bound,25.86,31960290,,,Men,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 4,2015,Lower Bound,71.95,88922770,,,Men,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Urban Men,2015,Lower Bound,56.83,70236012,,,Men,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Rural Men,2015,Lower Bound,12.79,15807119,,,Men,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Urban Women,2015,Lower Bound,2.611,3226926,,,Women,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Rural Women,2015,Lower Bound,50.71,62672324,,,Women,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 1,2015,Lower Bound,34.89,43120437,,,Urban,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 1,2015,Lower Bound,41.86,51734638,,,Rural,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 2,2015,Lower Bound,46.85,57901762,,,Urban,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 2,2015,Lower Bound,82.92,102480558,,,Rural,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 3,2015,Lower Bound,2.62,3238049,,,Urban,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 3,2015,Lower Bound,83.71,103456916,,,Rural,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 4,2015,Lower Bound,4.227,5224136,,,Urban,34.89
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,34.93,43169873,,,Rural,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Total,Total,2015,Upper Bound,25.86,31960290,,,"",
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex,Men,2015,Upper Bound,71.95,88922770,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex,Women,2015,Upper Bound,56.83,70236012,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 1,2015,Upper Bound,12.79,15807119,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 2,2015,Upper Bound,2.611,3226926,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 3,2015,Upper Bound,50.71,62672324,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age,Age Group 4,2015,Upper Bound,34.89,43120437,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Area,Urban,2015,Upper Bound,41.86,51734638,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Area,Rural,2015,Upper Bound,46.85,57901762,,,Total,25.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 1,2015,Upper Bound,82.92,102480558,,,Women,56.83
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 2,2015,Upper Bound,2.62,3238049,,,Women,56.83
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 3,2015,Upper Bound,83.71,103456916,,,Women,56.83
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Women Age Group 4,2015,Upper Bound,4.227,5224136,,,Women,56.83
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 1,2015,Upper Bound,34.93,43169873,,,Men,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,25.86,31960290,,,Men,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,71.95,88922770,,,Men,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,56.83,70236012,,,Men,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,12.79,15807119,,,Men,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,2.611,3226926,,,Men,71.95
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,50.71,62672324,,,Women,56.83
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,34.89,43120437,,,Women,56.83
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,41.86,51734638,,,Urban,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,46.85,57901762,,,Rural,46.85
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,82.92,102480558,,,Urban,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,2.62,3238049,,,Rural,46.85
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,83.71,103456916,,,Urban,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,4.227,5224136,,,Rural,46.85
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,34.93,43169873,,,Urban,41.86
"Percentage not doing work, transport or recreational physical activity",No transport-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,25.86,31960290,,,Rural,41.86
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Total,Total,2015,Estimated,71.95,88922770,viz_total,"Percentage not doing work, transport or recreational physical activity","",
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex,Men,2015,Estimated,56.83,70236012,viz_sex,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex,Women,2015,Estimated,12.79,15807119,viz_sex,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 1,2015,Estimated,2.611,3226926,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 2,2015,Estimated,50.71,62672324,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 3,2015,Estimated,34.89,43120437,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 4,2015,Estimated,41.86,51734638,viz_age,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Area,Urban,2015,Estimated,46.85,57901762,viz_area,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Area,Rural,2015,Estimated,82.92,102480558,viz_area,"Percentage not doing work, transport or recreational physical activity",Total,71.95
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 1,2015,Estimated,2.62,3238049,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 2,2015,Estimated,83.71,103456916,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 3,2015,Estimated,4.227,5224136,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 4,2015,Estimated,34.93,43169873,viz_women_age,"Percentage not doing work, transport or recreational physical activity",Women,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 1,2015,Estimated,25.86,31960290,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 2,2015,Estimated,71.95,88922770,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 3,2015,Estimated,56.83,70236012,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 4,2015,Estimated,12.79,15807119,viz_men_age,"Percentage not doing work, transport or recreational physical activity",Men,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Urban Men,2015,Estimated,2.611,3226926,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Men,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Rural Men,2015,Estimated,50.71,62672324,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Men,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Urban Women,2015,Estimated,34.89,43120437,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Women,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Rural Women,2015,Estimated,41.86,51734638,viz_sex_area,"Percentage not doing work, transport or recreational physical activity",Women,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 1,2015,Estimated,46.85,57901762,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,46.85
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 1,2015,Estimated,82.92,102480558,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 2,2015,Estimated,2.62,3238049,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,46.85
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 2,2015,Estimated,83.71,103456916,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 3,2015,Estimated,4.227,5224136,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,46.85
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 3,2015,Estimated,34.93,43169873,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 4,2015,Estimated,25.86,31960290,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Urban,46.85
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 4,2015,Estimated,71.95,88922770,viz_age_area,"Percentage not doing work, transport or recreational physical activity",Rural,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Total,Total,2015,Lower Bound,56.83,70236012,,,"",
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex,Men,2015,Lower Bound,12.79,15807119,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex,Women,2015,Lower Bound,2.611,3226926,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 1,2015,Lower Bound,50.71,62672324,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 2,2015,Lower Bound,34.89,43120437,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 3,2015,Lower Bound,41.86,51734638,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 4,2015,Lower Bound,46.85,57901762,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Area,Urban,2015,Lower Bound,82.92,102480558,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Area,Rural,2015,Lower Bound,2.62,3238049,,,Total,56.83
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 1,2015,Lower Bound,83.71,103456916,,,Women,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 2,2015,Lower Bound,4.227,5224136,,,Women,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 3,2015,Lower Bound,34.93,43169873,,,Women,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 4,2015,Lower Bound,25.86,31960290,,,Women,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 1,2015,Lower Bound,71.95,88922770,,,Men,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 2,2015,Lower Bound,56.83,70236012,,,Men,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 3,2015,Lower Bound,12.79,15807119,,,Men,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 4,2015,Lower Bound,2.611,3226926,,,Men,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Urban Men,2015,Lower Bound,50.71,62672324,,,Men,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Rural Men,2015,Lower Bound,34.89,43120437,,,Men,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Urban Women,2015,Lower Bound,41.86,51734638,,,Women,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Rural Women,2015,Lower Bound,46.85,57901762,,,Women,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 1,2015,Lower Bound,82.92,102480558,,,Urban,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 1,2015,Lower Bound,2.62,3238049,,,Rural,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 2,2015,Lower Bound,83.71,103456916,,,Urban,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 2,2015,Lower Bound,4.227,5224136,,,Rural,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 3,2015,Lower Bound,34.93,43169873,,,Urban,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 3,2015,Lower Bound,25.86,31960290,,,Rural,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 4,2015,Lower Bound,71.95,88922770,,,Urban,82.92
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,56.83,70236012,,,Rural,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Total,Total,2015,Upper Bound,12.79,15807119,,,"",
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex,Men,2015,Upper Bound,2.611,3226926,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex,Women,2015,Upper Bound,50.71,62672324,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 1,2015,Upper Bound,34.89,43120437,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 2,2015,Upper Bound,41.86,51734638,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 3,2015,Upper Bound,46.85,57901762,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age,Age Group 4,2015,Upper Bound,82.92,102480558,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Area,Urban,2015,Upper Bound,2.62,3238049,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Area,Rural,2015,Upper Bound,83.71,103456916,,,Total,12.79
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 1,2015,Upper Bound,4.227,5224136,,,Women,50.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 2,2015,Upper Bound,34.93,43169873,,,Women,50.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 3,2015,Upper Bound,25.86,31960290,,,Women,50.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Women Age Group 4,2015,Upper Bound,71.95,88922770,,,Women,50.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 1,2015,Upper Bound,56.83,70236012,,,Men,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,12.79,15807119,,,Men,2.611
